PMID,search_term,search_type
27140796,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25677761,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25623166,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25546368,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25196897,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24227821,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23528101,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21939418,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20412322,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
19298381,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
19149848,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
15735795,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
11449336,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
11122384,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9869160,"((""Kovaltry""or""Recombinant Antihemophilic Factor VIII ""Human""""or""Factor VIII ""recombinant"" and  Bayer-2"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
33439582,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32333875,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32233338,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32132141,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31856636,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31539622,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31423685,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31407845,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31189519,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31186120,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30761720,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30047216,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29898902,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29483185,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29277968,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29164973,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29083275,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28984041,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28643425,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28367916,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28124817,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27853058,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27193270,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27589252,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27506222,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27482610,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26934259,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26864124,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26855018,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26833744,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26661514,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26574791,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26179187,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25998481,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25980900,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25190523,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25114296,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25018121,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24703047,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24443830,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22862847,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21205128,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20199137,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
18819705,"((""Victoza""or""Liraglutide""or""liraglutide"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
33202219,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32473356,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31484629,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31145798,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30898608,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30747613,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30689800,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29908420,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28938956,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28104204,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27565018,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27595681,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27191766,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26376600,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25935875,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24682844,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23572474,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23093616,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22261200,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22090660,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21804104,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
19332184,"((""Brilinta""or""Ticagrelor""or""ticagrelor"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32817406,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32132224,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31948278,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31511330,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30737333,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30315901,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30207920,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29540589,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29243005,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27456887,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27237768,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26827074,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26568562,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26265275,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26111826,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25809304,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25662353,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25636714,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25632085,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25545026,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25419615,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24812043,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24685276,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24684973,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24221641,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24051419,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23950550,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23531349,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22751847,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22749258,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21911597,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21622858,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21149809,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20599429,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20089952,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
18195237,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17526535,"((""Gilenya""or""Fingolimod""or""fingolimod hydrochloride"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
33047868,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32812039,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31537880,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31504303,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31401140,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31216086,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30861150,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30857780,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30790229,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30663168,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30555048,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30529905,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30499360,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30421537,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30203225,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30098373,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30061289,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30030720,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29974665,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29893462,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29859740,"((""Sovaldi""or""Sofosbuvir""or""sofosbuvir"") AND (Clinical Trial, Phase III [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
